DEPTO,CÓDIGO,MATERIA,DOCENTES,FECHA,HORA INICIO,HORA FIN,SEDE
AGRIMENSURA,7017,GEODESIA III,"ARECCO, MARIA ALEJANDRA",2/23/2023,18:00,22:00,
ENERGIA,7905,GEOLOGÍA DEL PETRÓLEO,"BARREDO, SILVIA PATRICIA",2/23/2023,18:00,20:00,Ing Quimica
ESTABILIDAD,8401,INTRODUCCIÓN A LA INGENIERÍA CIVIL,"PEREZ TABOADA, CAROLINA MARCELA",2/23/2023,18:00,21:00,
TEC INDUSTRIAL,9203,INTRODUCCIÓN A LA INGENIERÍA INDUSTRIAL,"RICKERT, CARLOS - PINCHETE, LUIS ALBERTO",2/23/2023,18:00,22:00,
NAVAL,7311,MAQUINAS MARINAS I,"GONZALEZ, ERNESTO FABIAN",2/23/2023,18:00,21:00,Paseo Colon
MECANICA,6711,MECANISMOS A,"di IORIO, JOSÉ MARÍA",2/23/2023,18:00,21:00,Paseo Colon
ING QUIMICA,7649,OPER. UNIT. TRANSF. CANT. MOV. Y ENERGÍA,"MARTUCCI, JOSE FERNANDO",2/23/2023,18:00,22:00,Ing Quimica
ING QUIMICA,7604,OPERACIONES UNITARIAS II,"MARTUCCI, JOSE FERNANDO",2/23/2023,18:00,22:00,Ing Quimica
MECANICA,xx.xx,OPTIMIZACION DE DISEÑOS MECANICOS,"FACAL, GUILLERMO RUBEN",2/23/2023,18:00,22:00,Paseo Colon
MECANICA,xx.xx,OPTIMIZACION DE DISEÑOS MECANICOS II,"FACAL, GUILLERMO RUBEN",2/23/2023,18:00,22:00,Paseo Colon
TEC INDUSTRIAL,9204,PROCESOS DE MANUFACTURA I,"ANGELILLO MACKINLAY, TOMAS SANTIAGO",2/23/2023,18:00,22:00,
MECANICA,6729,PROYECTO DE MAQUINAS,"FACAL, GUILLERMO RUBEN",2/23/2023,18:00,22:00,Paseo Colon
ENERGIA,7921,RECUPERACIÓN SECUNDARIA Y ASISTIDA DE PETRÓLEO,"MARTINO, LUIS ANGEL",2/23/2023,18:00,21:00,Ing Quimica
ELECTRONICA,8648,SEMINARIO DE ELECTRÓNICA,"SINNEWALD, DANIEL NESTOR",2/23/2023,18:00,21:00,Paseo Colon
ELECTRONICA,8649,SEMINARIO DE ELECTRÓNICA II,"SINNEWALD, DANIEL NESTOR",2/23/2023,18:00,21:00,Paseo Colon
ELECTRONICA,8631,SERVICIOS Y REDES DE COMUNICACIONES,"VENTURINO, GABRIEL FRANCISCO",2/23/2023,18:00,21:00,Paseo Colon
ENERGIA,8512,SISTEMAS ELÉCTRICOS DE POTENCIA,"GILL ESTEVEZ, PABLO DANIEL",2/23/2023,18:00,20:00,Paseo Colon
COMPUTACION,9508,TALLER DE PROGRAMACIÓN,"DEYMONNAZ, PABLO ANDRES",2/23/2023,18:00,22:00,Paseo Colon
COMPUTACION,7542,TALLER DE PROGRAMACION I,"DEYMONNAZ, PABLO ANDRES",2/23/2023,18:00,22:00,Paseo Colon
MECANICA,6798,TRAB. PROFESIONAL DE ING. MECANICA A,"FERNANDEZ GALVAN, ERIEL ALEJANDRO",2/23/2023,18:00,22:00,Paseo Colon
AGRIMENSURA,7099,TRABAJO PROF. DE LA ING. EN AGRIMENSURA,"PUEYO, ROSA ISABEL",2/23/2023,18:00,22:00,
MECANICA,6720,TURBOMAQUINAS,"GONZALEZ, ERNESTO FABIAN",2/23/2023,18:00,21:00,Paseo Colon
GESTION,9130,ESTADÍSTICA APLICADA II,"BONOLI ESCOBAR, MARIANO FELIPE",2/23/2023,18:30,NULL,
HIDRAULICA,8905,HIDROLOGÍA,"URIBURU QUIRNO, MARCELO",2/23/2023,18:30,NULL,
COMPUTACION,9508,TALLER DE PROGRAMACIÓN,"VEIGA, ANDRES ARTURO",2/23/2023,18:30,20:30,Paseo Colon
COMPUTACION,7542,TALLER DE PROGRAMACION I,"VEIGA, ANDRES ARTURO",2/23/2023,18:30,20:30,Paseo Colon
COMPUTACION,7507,ALGORITMOS Y PROGRAMACION III,"LEVERONI, LUCIANO",2/23/2023,19:00,22:00,Paseo Colon
COMPUTACION,7573,ARQUITECTURA DEL SOFTWARE,"CALONICO, CHRISTIAN MARIO",2/23/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8667,COMUNICACIONES RADIOLELECTRICAS Y RADIOENLACES,"BONELLI, FERNANDO OSCAR",2/23/2023,19:00,22:00,Paseo Colon
CONSTRUCCIONES,9403,CONSTRUCCIONES,"RISSETTO, CLAUDIO SILVIO - SARUBBI, ALEJANDRO JUAN",2/23/2023,19:00,22:00,
MECANICA,6742,CONTROL NUMERICO DE MAQUINAS HERRAMIENTA,"COSTA, EDUARDO ROBERTO",2/23/2023,19:00,21:00,Paseo Colon
MECANICA,6746,DISEÑO DE INSTALACIONES TERMICAS,"JUSKOFF, SERGIO ALEJANDRO",2/23/2023,19:00,22:00,Paseo Colon
MECANICA,6740,DISEÑO DE MAQUINAS HERRAMIENTA,"COSTA, EDUARDO ROBERTO",2/23/2023,19:00,21:00,Paseo Colon
TRANSPORTE,6802,DISEÑO Y OPERACION DE CAMINOS,"GONZALEZ, RAUL FERNANDO - COLOMBO, JORGE LUIS - FELIZIA, LEONARDO DIEGO - DI CAMPLI, ADRIANA ELIZABETH",2/23/2023,19:00,22:00,
TRANSPORTE,8802,DISEÑO Y OPERACIÓN DE CAMINOS,"GONZALEZ, RAUL FERNANDO - COLOMBO, JORGE LUIS - FELIZIA, LEONARDO DIEGO - DI CAMPLI, ADRIANA ELIZABETH",2/23/2023,19:00,22:00,
GESTION,7155,ECONOMIA DE LA EMPRESA ALIMENTARIA,"DI FIORE, ALEJANDRO JAVIER",2/23/2023,19:00,NULL,
GESTION,9141,ECONOMÍA DE LAS ORGANIZACIONES,"DI FIORE, ALEJANDRO JAVIER",2/23/2023,19:00,NULL,
ENERGIA,8525,ESTACIONES TRANSFORMADORAS Y DE DISTRIBUCIÓN,"SECCHI, MARINO GASTON",2/23/2023,19:00,21:00,Paseo Colon
CONSTRUCCIONES,9409,GEOTÉCNICA APLICADA,"PRATO, MARCELO JOSE - GURRIERI, MANUEL MARCELO",2/23/2023,19:00,22:00,
GESTION,7146,INGENIERIA ECONOMICA,"DI FIORE, ALEJANDRO JAVIER",2/23/2023,19:00,NULL,
ELECTRONICA,8621,INSTRUMENTACIÓN Y CONTROL DE PROCESOS,"SELLERIO, GUILLERMO CARLO",2/23/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8602,INTRODUCCIÓN A LA INGENIERÍA ELECTRÓNICA,"VEIGA, RICARDO ALFREDO",2/23/2023,19:00,22:00,Paseo Colon
GESTION,7107,INVESTIGACION OPERATIVA,"GONZALEZ, XAVIER IGNACIO",2/23/2023,19:00,NULL,
GESTION,9107,INVESTIGACIÓN OPERATIVA I,"GONZALEZ, XAVIER IGNACIO",2/23/2023,19:00,NULL,
GESTION,9131,INVESTIGACIÓN OPERATIVA II,"GONZALEZ, XAVIER IGNACIO",2/23/2023,19:00,NULL,
GESTION,9132,INVESTIGACIÓN OPERATIVA III,"CIMINARI SMITH, LUCIANO MATIAS",2/23/2023,19:00,NULL,
GESTION,7132,INVESTIGACION OPERATIVA SUPERIOR,"CIMINARI SMITH, LUCIANO MATIAS",2/23/2023,19:00,NULL,
ELECTRONICA,6602,LABORATORIO,"ROSA, ADRIÁN DARÍO",2/23/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8628,LABORATORIO DE COMUNICACIONES,"MARTINEZ, ALEJANDRO MANUEL",2/23/2023,19:00,22:00,Paseo Colon
MECANICA,6736,MECANICA APLICADA,"di IORIO, JOSÉ MARÍA",2/23/2023,19:00,22:00,Paseo Colon
MECANICA,8706,MECÁNICA APLICADA,"di IORIO, JOSÉ MARÍA",2/23/2023,19:00,22:00,Paseo Colon
MECANICA,8712,MECANISMOS,"di IORIO, JOSÉ MARÍA",2/23/2023,19:00,22:00,Paseo Colon
MECANICA,6712,MECANISMOS B,"di IORIO, JOSÉ MARÍA",2/23/2023,19:00,22:00,Paseo Colon
ENERGIA,8505,Medidas Electricas,,2/23/2023,19:00,22:00,Paseo Colon
COMPUTACION,9521,MÉTODOS Y MODELOS EN LA INGENIERIA DE SOFTWARE II,"PAEZ, NICOLAS MARTIN",2/23/2023,19:00,22:00,Paseo Colon
GESTION,9133,MICROECONOMÍA APLICADA,"BOTTA, JORGE BENJAMIN",2/23/2023,19:00,NULL,
ELECTRONICA,8646,MICROELECTRÓNICA,"GARCIA INZA, MARIANO ANDRES",2/23/2023,19:00,22:00,Paseo Colon
GESTION,7115,MODELOS Y OPTIMIZACION II,"GIOSCIO, CLAUDIA ROXANA",2/23/2023,19:00,NULL,
GESTION,9105,MODELOS Y OPTIMIZACIÓN II,"GIOSCIO, CLAUDIA ROXANA",2/23/2023,19:00,NULL,
COMPUTACION,7506,ORGANIZACION DE DATOS,"ARGERICH, LUIS RICARDO",2/23/2023,19:00,22:00,Paseo Colon
COMPUTACION,7506,ORGANIZACION DE DATOS,"RODRIGUEZ, JUAN MANUEL",2/23/2023,19:00,22:00,Paseo Colon
COMPUTACION,9558,ORGANIZACIÓN DE DATOS,"ARGERICH, LUIS RICARDO",2/23/2023,19:00,22:00,Paseo Colon
COMPUTACION,9558,ORGANIZACIÓN DE DATOS,"RODRIGUEZ, JUAN MANUEL",2/23/2023,19:00,22:00,Paseo Colon
ENERGIA,7918,PROPIEDADES DE LA ROCA Y LOS FLUÍDOS DE RESERVORIOS,"MANESTAR, GASTÓN JOSÉ",2/23/2023,19:00,21:00,Ing Quimica
GESTION,7144,RECURSOS HUMANOS,"RICKERT, CARLOS",2/23/2023,19:00,NULL,
GESTION,9117,RECURSOS HUMANOS,"RICKERT, CARLOS",2/23/2023,19:00,NULL,
ELECTRONICA,8665,SISTEMAS EMBEBIDOS,"CRUZ, JUAN MANUEL",2/23/2023,19:00,21:00,Paseo Colon
COMPUTACION,7545,TALLER DE DESARROLLO DE PROYECTOS I,"PIÑEIRO, GABRIEL",2/23/2023,19:00,22:00,Paseo Colon
COMPUTACION,7552,TALLER DE PROGRAMACION II,"CALONICO, CHRISTIAN MARIO",2/23/2023,19:00,22:00,Paseo Colon
COMPUTACION,7510,TECNICAS DE DISEÑO,"PAEZ, NICOLAS MARTIN",2/23/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8650,TECNOLOGÍA DE LOS COMPONENTES,"SELLERIO, GUILLERMO CARLO",2/23/2023,19:00,22:00,Paseo Colon
MECANICA,6733,TECNOLOGIA DEL CALOR,"BARRAL, PABLO MARTÍN",2/23/2023,19:00,22:00,Paseo Colon
MECANICA,6732,TECNOLOGIA DEL FRIO,"JUSKOFF, SERGIO ALEJANDRO",2/23/2023,19:00,22:00,Paseo Colon
ING QUIMICA,7699,TRABAJO PROFESIONAL DE ING. QUÍMICA,"ROLLHAISER, MARCELO OSCAR",2/23/2023,19:00,22:00,Ing Quimica
ING QUIMICA,7659,TRABAJO PROFESIONAL DE ING. QUIMICA I,"ROLLHAISER, MARCELO OSCAR",2/23/2023,19:00,22:00,Ing Quimica
ING QUIMICA,7662,TRABAJO PROFESIONAL DE ING. QUIMICA II,"ROLLHAISER, MARCELO OSCAR",2/23/2023,19:00,22:00,Ing Quimica
TRANSPORTE,6806,TRANSPORTE A,"GONZALEZ, RAUL FERNANDO - COLOMBO, JORGE LUIS - FELIZIA, LEONARDO DIEGO - DI CAMPLI, ADRIANA ELIZABETH",2/23/2023,19:00,22:00,
COMPUTACION,7517,IMPLANTACION DE SISTEMAS,"GUARNA, PABLO FRANCISCO",2/23/2023,19:00,22:00,Paseo Colon
COMPUTACION,7556,ORG. DE LA IMPLANTACION Y EL MANTENIM.,"GUARNA, PABLO FRANCISCO",2/23/2023,19:00,22:00,Paseo Colon
COMPUTACION,7540,ALGORITMOS Y PROGRAMACION I,"GUARNA, PABLO FRANCISCO",2/23/2023,19:00,22:00,Paseo Colon
COMPUTACION,9514,ALGORITMOS Y PROGRAMACION I,"GUARNA, PABLO FRANCISCO",2/23/2023,19:00,22:00,Paseo Colon
NAVAL,7301,ARQUITECTURA NAVAL I,"FERRINI, ADRIAN",2/24/2023,8:00,12:00,Paseo Colon
FISICA,8202,FÍSICA II,"PEREZ, LILIANA INES",2/24/2023,9:00,12:00,Paseo Colon
FISICA,6203,FISICA II A,"PEREZ, LILIANA INES",2/24/2023,9:00,12:00,Paseo Colon
FISICA,6204,FISICA II B,"PEREZ, LILIANA INES",2/24/2023,9:00,12:00,Paseo Colon
COMPUTACION,7501,COMPUTACIÓN,"ARRIAZU, ALEJANDRA ISABEL",2/24/2023,10:00,14:00,Paseo Colon
COMPUTACION,9501,COMPUTACIÓN,"ARRIAZU, ALEJANDRA ISABEL",2/24/2023,10:00,14:00,Paseo Colon
ING QUIMICA,7663,DISEÑO AVANZADO DE REACTORES,NULL,2/24/2023,10:00,13:00,Ing Quimica
ING QUIMICA,7653,DISEÑO DE REACTORES,"DIEUZEIDE, MARIA LAURA",2/24/2023,10:00,13:00,Ing Quimica
ING QUIMICA,7608,INGENIERIA DE LAS REACCIONES QUIMICAS,"DIEUZEIDE, MARIA LAURA",2/24/2023,10:00,13:00,Ing Quimica
ELECTRONICA,8670,INTRODUCCION AL DISEÑO ASISTIDO POR COMPUTADORA,"PEDERSEN, EDUARDO CRISTIAN",2/24/2023,12:00,15:00,Paseo Colon
ELECTRONICA,8606,CIRCUITOS ELECTRÓNICOS,"ZOLA, JULIO GUILLERMO",2/24/2023,13:00,16:00,Paseo Colon
ELECTRONICA,8663,PROCESAMIENTO Y ANÁLISIS DE SEÑALES E IMÁGENES EN BIOINGENIERÍA,"ARINI, PEDRO DAVID",2/24/2023,14:00,17:00,Paseo Colon
COMPUTACION,9511,ALGORITMOS Y PROGRAMACIÓN I,"SANTISI, SEBASTIAN",2/24/2023,15:00,18:00,Paseo Colon
CONSTRUCCIONES,9402,ARQUITECTURA Y PLANIFICACIÓN URBANA,"MELICCHIO, MARIA ROSA - MARINELLI, PATRICIA SUSANA",2/24/2023,15:00,18:00,
GESTION,9144,HERRAMIENTAS DE GESTIÓN PROFESIONAL,"CONDE, MARIA EUGENIA",2/24/2023,15:00,NULL,
MECANICA,6719,MAQUINAS ALTERNATIVAS,"ZAMBRANO, DANIEL ALBERTO - ERRAZQUIN, JORGE",2/24/2023,15:00,18:00,Paseo Colon
NAVAL,7312,MAQUINAS MARINAS II,"QUIROGA, RICARDO MARTIN",2/24/2023,15:00,19:00,Paseo Colon
MECANICA,6751,MAQUINAS TERMICAS,"ZAMBRANO, DANIEL ALBERTO - ERRAZQUIN, JORGE",2/24/2023,15:00,18:00,Paseo Colon
MECANICA,8717,MÁQUINAS TÉRMICAS,"ERRAZQUIN, JORGE - ZAMBRANO, DANIEL ALBERTO",2/24/2023,15:00,18:00,Paseo Colon
FISICA,6206,MECANICA I,"SORICHETTI, PATRICIO ANIBAL",2/24/2023,15:00,18:00,Paseo Colon
NAVAL,7314,NAVEGACION,"ORLIACQ, ERNESTO EDUARDO",2/24/2023,15:00,17:00,Paseo Colon
MECANICA,6724,PROYECTO DE INSTALACIONES INDUSTRIALES,"ERRAZQUIN, JORGE",2/24/2023,15:00,18:00,Paseo Colon
CONSTRUCCIONES,9408,URBANISMO,"MELICCHIO, MARIA ROSA - MARINELLI, PATRICIA SUSANA",2/24/2023,15:00,18:00,
ELECTRONICA,8657,ACÚSTICA,"VECHIATTI, NILDA SUSANA",2/24/2023,16:00,19:00,Paseo Colon
NAVAL,7303,ARQUITECTURA NAVAL II,"CASTRO HEBRERO, FEDERICO NICOLÁS",2/24/2023,16:00,19:00,Paseo Colon
COMPUTACION,7540,ALGORITMOS Y PROGRAMACION I,"ESSAYA, DIEGO NICOLAS",2/24/2023,17:00,20:00,Paseo Colon
COMPUTACION,9514,ALGORITMOS Y PROGRAMACIÓN I,"ESSAYA, DIEGO NICOLAS",2/24/2023,17:00,20:00,Paseo Colon
AGRIMENSURA,7027,CATASTRO,NULL,2/24/2023,17:00,21:00,
TRANSPORTE,8814,EVALUACIÓN DE PROYECTOS,"PALOMAR, ALBERTO GUSTAVO - PIAZZA, GUSTAVO RODOLFO - BELENKY, LUIS PABLO",2/24/2023,17:00,20:00,
ING QUIMICA,7647,FENÓMENOS DE TRANSPORTE,"AGALIOTIS, ELIANA MABEL",2/24/2023,17:00,22:00,Ing Quimica
AGRIMENSURA,7006,GEOGRAFIA FISICA Y GEOLOGIA,NULL,2/24/2023,17:00,21:00,
AMBIENTE,7701,HIGIENE Y SEGURIDAD DEL TRABAJO,NULL,2/24/2023,17:00,19:00,Paseo Colon
AMBIENTE,7701,HIGIENE Y SEGURIDAD DEL TRABAJO,"AUGUET, JORGE OMAR",2/24/2023,17:00,19:00,Paseo Colon
AMBIENTE,9703,HIGIENE Y SEGURIDAD EN OBRAS CIVILES,"AUGUET, JORGE OMAR",2/24/2023,17:00,19:00,Paseo Colon
AMBIENTE,9701,HIGIENE Y SEGURIDAD INDUSTRIAL,"AUGUET, JORGE OMAR",2/24/2023,17:00,19:00,Paseo Colon
ING QUIMICA,7603,OPERACIONES I,"AGALIOTIS, ELIANA MABEL",2/24/2023,17:00,22:00,Ing Quimica
GESTION,7131,ORGANIZACION DE LA PRODUCCION,"CONDE, MARIA EUGENIA",2/24/2023,17:00,NULL,
GESTION,9113,ORGANIZACIÓN DE LA PRODUCCIÓN,"CONDE, MARIA EUGENIA",2/24/2023,17:00,NULL,
HIDRAULICA,8906,PLANIFICACIÓN DE RECURSOS HIDRÁULICOS,"ARADAS, RODOLFO DANIEL",2/24/2023,17:00,NULL,
NAVAL,7341,PRACTICAS DE ASTILLEROS II,"MOLINA, CARLOS ALBERTO",2/24/2023,17:00,20:00,Paseo Colon
NAVAL,7340,PRACTICAS EN ASTILLEROS I,"del VALLE, FRANCISCO",2/24/2023,17:00,20:00,Paseo Colon
ELECTRONICA,6671,SISTEMAS GRÁFICOS,"ABBATE, HORACIO ANTONIO",2/24/2023,17:00,20:00,Paseo Colon
ELECTRONICA,8643,SISTEMAS GRÁFICOS,"ABBATE, HORACIO ANTONIO",2/24/2023,17:00,20:00,Paseo Colon
AGRIMENSURA,7039,VALUACIONES,"CARBONE, FERNANDO MARTIN PASCUAL",2/24/2023,17:00,21:00,
AGRIMENSURA,7044,DIBUJO TOPOGRÁFICO II,"MONTES, ALEJANDRO GABRIEL",2/24/2023,18:00,22:00,
GESTION,7106,ESTRUCTURA ECONOMICA ARGENTINA,"SURACE, PABLO ESTEBAN",2/24/2023,18:00,NULL,
AGRIMENSURA,7014,FOTOGRAMETRIA I,"PIÑERO, CARLOS ALBERTO",2/24/2023,18:00,22:00,
AGRIMENSURA,7016,FOTOGRAMETRIA II,"PIÑERO, CARLOS ALBERTO",2/24/2023,18:00,22:00,
HIDRAULICA,8908,GESTIÓN AMBIENTAL DE LOS RECURSOS HÍDRICOS,"ANTUNEZ, NORA MABEL",2/24/2023,18:00,NULL,
HIDRAULICA,8912,GESTIÓN AMBIENTAL EN INGENIERÍA CIVIL,"ANTUNEZ, NORA MABEL",2/24/2023,18:00,NULL,
TEC INDUSTRIAL,9220,INDUSTRIA AUTOMOTRIZ,"SABELLI, ALFREDO JORGE - CONTI, AGUSTIN ALEJANDRO",2/24/2023,18:00,21:00,
GESTION,9129,INGENIERÍA ECONÓMICA A,"LELIC, RIFAT - PALANDELLA, MAURICIO GUILLERMO",2/24/2023,18:00,NULL,
GESTION,7151,INGENIERIA ECONOMICA II,"PALANDELLA, MAURICIO GUILLERMO - LELIC, RIFAT",2/24/2023,18:00,NULL,
ENERGIA,7904,INTERPRETACIÓN DE REGISTROS DE POZOS,"NAIDES, CLAUDIO",2/24/2023,18:00,21:00,Ing Quimica
COMPUTACION,7543,INTRODUCCION A LOS SISTEMAS DISTRIBUIDOS,"ALVAREZ HAMELIN, JOSE IGNACIO",2/24/2023,18:00,22:00,Paseo Colon
GESTION,9124,MACROECONOMÍA Y ESTRUCTURA ECONÓMICA ARGENTINA,"SURACE, PABLO ESTEBAN",2/24/2023,18:00,NULL,
COMPUTACION,9560,REDES Y APLICACIONES DISTRIBUIDAS,"ALVAREZ HAMELIN, JOSE IGNACIO",2/24/2023,18:00,22:00,Paseo Colon
COMPUTACION,7533,REDES Y TELEPROCESAMIENTOS I,"ALVAREZ HAMELIN, JOSE IGNACIO",2/24/2023,18:00,22:00,Paseo Colon
MECANICA,6741,AUTOMOTORES,"CEBREIRO, JOSE PABLO",2/24/2023,18:30,20:30,Paseo Colon
CONSTRUCCIONES,9410,ESTRUCTURAS METÁLICAS I,"DARIN, GUSTAVO ERNESTO - LEJBOWICZ ABATE, EDUARDO CARLOS - CRISTO, RUBEN ALBERTO",2/24/2023,18:30,21:30,
CONSTRUCCIONES,9411,ESTRUCTURAS METÁLICAS II,"LEJBOWICZ ABATE, EDUARDO CARLOS - DARIN, GUSTAVO ERNESTO",2/24/2023,18:30,21:30,
GESTION,7136,GESTION DE CALIDAD,"KOLL, MARCELO HORACIO",2/24/2023,18:30,NULL,
GESTION,9136,GESTIÓN DE LA CALIDAD,"KOLL, MARCELO HORACIO",2/24/2023,18:30,NULL,
GESTION,9137,EMPRENDIMIENTOS DE INGENIERÍA,NULL,2/24/2023,19:00,NULL,
ESTABILIDAD,6413,ESTABILIDAD III B,"ABELEDO, MARCELO GUILLERMO",2/24/2023,19:00,22:00,
GESTION,7118,ESTRUCTURA ECONOMICA ARGENTINA,"BERTOIA DEL VALLE, EZEQUIEL",2/24/2023,19:00,NULL,
TEC INDUSTRIAL,7217,INDUSTRIAS PETROLIFERAS,"SABELLI, ALFREDO JORGE - CELENTANO, MARÍA VICTORIA",2/24/2023,19:00,21:00,
TEC INDUSTRIAL,9217,INDUSTRIAS PETROLÍFERAS,"SABELLI, ALFREDO JORGE - CELENTANO, MARÍA VICTORIA",2/24/2023,19:00,21:00,
TEC INDUSTRIAL,7212,INDUSTRIAS TEXTILES,"ZOGBI, MARCELO MIGUEL",2/24/2023,19:00,22:00,
TEC INDUSTRIAL,9212,INDUSTRIAS TEXTILES,"ZOGBI, MARCELO MIGUEL",2/24/2023,19:00,22:00,
CONSTRUCCIONES,9413,PATOLOGÍA DE LA CONSTRUCCIÓN,"DIEGUEZ, PABLO LUIS - CASTIGLIONE, FRANCISCO JAVIER",2/24/2023,19:00,22:00,
MECANICA,6728,SISTEMAS HIDRAULICOS Y NEUMATICOS,"GAILLARDOU, LUIS CESAR",2/24/2023,19:00,23:00,Paseo Colon
MATEMATICA,8111,MATEMÁTICA DISCRETA,"ACERO, FERNANDO RODOLFO - GRYNBERG, SEBASTIAN PABLO",2/27/2023,7:00,10:00,Paseo Colon
ELECTRONICA,8616,CONTROL AUTOMÁTICO II,"SACO, ROBERTO",2/27/2023,10:00,13:00,Paseo Colon
ELECTRONICA,8622,LABORATORIO DE CONTROL AUTOMÁTICO,"SACO, ROBERTO",2/27/2023,10:00,13:00,Paseo Colon
ING QUIMICA,7612,MICROBIOLOGIA INDUSTRIAL,"AGÜERO, MARIA VICTORIA",2/27/2023,10:00,13:00,Ing Quimica
ELECTRONICA,8648,SEMINARIO DE ELECTRÓNICA,"MAS, IGNACIO AGUSTIN",2/27/2023,10:00,13:00,Paseo Colon
ELECTRONICA,8649,SEMINARIO DE ELECTRÓNICA II,"MAS, IGNACIO AGUSTIN",2/27/2023,10:00,13:00,Paseo Colon
FISICA,6218,FÍSICA DE FLUIDOS,"IPPOLITO, IRENE PAULA",2/27/2023,14:00,17:00,Paseo Colon
ING QUIMICA,7644,PRÁCTICA PROFESIONAL,"JAGUS, ROSA JUANA",2/27/2023,14:00,17:00,Ing Quimica
COMPUTACION,7501,COMPUTACIÓN,"BURIN, ABRAHAM ALBERTO DA",2/27/2023,15:00,19:00,Paseo Colon
COMPUTACION,9501,COMPUTACIÓN,"BURIN, ABRAHAM ALBERTO DA",2/27/2023,15:00,19:00,Paseo Colon
MECANICA,6725,ELEMENTOS DE MAQUINAS,"FACAL, GUILLERMO RUBEN",2/27/2023,15:00,19:00,Paseo Colon
HIDRAULICA,8914,HIDRÁULICA MARÍTIMA,"GARAVENTO, EVANGELINA",2/27/2023,15:00,NULL,
NAVAL,7312,MAQUINAS MARINAS II,"QUIROGA, RICARDO MARTIN",2/27/2023,15:00,19:00,Paseo Colon
ELECTRONICA,6620,ORGANIZACION DE COMPUTADORAS,"HAMKALO, JOSE LUIS",2/27/2023,15:00,18:00,Paseo Colon
ELECTRONICA,8637,ORGANIZACIÓN DE COMPUTADORAS,"HAMKALO, JOSE LUIS",2/27/2023,15:00,18:00,Paseo Colon
TEC INDUSTRIAL,9216,SEMINARIO DE INGENIERÍA INDUSTRIAL II,"GONZALEZ, XAVIER IGNACIO",2/27/2023,15:00,17:00,
CONSTRUCCIONES,9415,SISTEMAS CONSTRUCTIVOS,"MAC DONNELL, HORACIO PATRICIO - MASSERA FURLAN, ALVARO MARCELO",2/27/2023,15:00,18:00,
ESTABILIDAD,6416,ANALISIS EXPERIMENTAL DE TENSIONES,"BERTERO, AGUSTÍN",2/27/2023,16:00,19:00,
ESTABILIDAD,8410,ANÁLISIS EXPERIMENTAL DE TENSIONES,"BERTERO, AGUSTÍN",2/27/2023,16:00,19:00,
COMPUTACION,7512,ANALISIS NUMERICO I,"SCHWARZ, RODOLFO ALEJANDRO",2/27/2023,16:00,19:00,Paseo Colon
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,"SCHWARZ, RODOLFO ALEJANDRO",2/27/2023,16:00,19:00,Paseo Colon
ESTABILIDAD,8414,ANÁLISIS SÍSMICO,"BERTERO, RAUL DOMINGO - LEHMANN, ALEJANDRO NICOLAS",2/27/2023,16:00,19:00,
COMPUTACION,7501,COMPUTACIÓN,"CALVO, PATRICIA MABEL",2/27/2023,16:00,18:00,Paseo Colon
COMPUTACION,9501,COMPUTACIÓN,"CALVO, PATRICIA MABEL",2/27/2023,16:00,18:00,Paseo Colon
TRANSPORTE,6801,CONSTRUCCIÓN DE CARRETERAS,"SCHVARTZER, FABIAN ALEJANDRO - CAMPANA, JUAN MANUEL",2/27/2023,16:00,19:00,
TRANSPORTE,8801,CONSTRUCCIÓN DE CARRETERAS,"SCHVARTZER, FABIAN ALEJANDRO - CAMPANA, JUAN MANUEL",2/27/2023,16:00,19:00,
NAVAL,7307,CONSTRUCCION NAVAL II,"FERRANTE, LEONARDO MANUEL",2/27/2023,16:00,18:00,Paseo Colon
ESTABILIDAD,8412,DINÁMICA DE LAS ESTRUCTURAS,"BERTERO, RAUL DOMINGO - LEHMANN, ALEJANDRO NICOLAS",2/27/2023,16:00,19:00,
ESTABILIDAD,8413,DINÁMICA DE LAS ESTRUCTURAS II,"BERTERO, RAUL DOMINGO - LEHMANN, ALEJANDRO NICOLAS",2/27/2023,16:00,19:00,
MECANICA,6716,ENSAYOS INDUSTRIALES,"SVOBODA, HERNAN GABRIEL",2/27/2023,16:00,22:00,Paseo Colon
AGRIMENSURA,7026,HIDRAULICA AGRICOLA Y SANEAMIENTO,"FIORE, MONICA MARIA ELISA",2/27/2023,16:00,20:00,
MECANICA,8711,MEDIOS DE REPRESENTACIÓN A,"MERLO, RUBEN OSVALDO - RAIDEN, EMILIO AMADO",2/27/2023,16:00,20:00,Paseo Colon
COMPUTACION,9513,MÉTODOS MATEMÁTICOS Y NUMÉRICOS,"SCHWARZ, RODOLFO ALEJANDRO",2/27/2023,16:00,19:00,Paseo Colon
COMPUTACION,9510,MODELACIÓN NUMÉRICA,"SCHWARZ, RODOLFO ALEJANDRO",2/27/2023,16:00,19:00,Paseo Colon
ELECTRONICA,6674,SEÑALES Y SISTEMAS,"TORRES, HUMBERTO MAXIMILIANO",2/27/2023,16:00,19:00,Paseo Colon
