DEPTO,CÓDIGO,MATERIA,DOCENTES,FECHA,HORA INICIO,HORA FIN,SEDE
GESTION,7111,ORGANIZACION DE OBRAS,"KOMPEL, LUIS JOSE",3/6/2023,19:00,NULL,
GESTION,7105,ORGANIZACION INDUSTRIAL II,"LEITER, ALFREDO",3/6/2023,19:00,NULL,
GESTION,9112,ORGANIZACIÓN INDUSTRIAL II,"LEITER, ALFREDO",3/6/2023,19:00,NULL,
MECANICA,6744,PLANTAS TERMICAS,"CAVIEDES, PABLO MARTÍN",3/6/2023,19:00,22:00,
ENERGIA,8532,PROYECTO DE CENTRALES FOTOVOLTAICAS Y EÓLICAS,"OTERO, ALEJANDRO DANIEL",3/6/2023,19:00,22:00,
ELECTRONICA,8648,SEMINARIO DE ELECTRÓNICA,"CARAM, LEONIDAS FACUNDO",3/6/2023,19:00,22:00,
ELECTRONICA,8649,SEMINARIO DE ELECTRÓNICA II,"CARAM, LEONIDAS FACUNDO",3/6/2023,19:00,22:00,
ENERGIA,8528,Seminario de Ing. Elec I,Otero,3/6/2023,19:00,22:00,
COMPUTACION,7571,SEMINARIO DE ING. EN INFORMATICA I,"CARAM, LEONIDAS FACUNDO",3/6/2023,19:00,22:00,
COMPUTACION,7572,SEMINARIO DE ING. EN INFORMATICA II,"CARAM, LEONIDAS FACUNDO",3/6/2023,19:00,22:00,
MECANICA,6745,SIST. DE CONTROL EN INSTALAC. TERMICAS,"CAVIEDES, PABLO MARTÍN",3/6/2023,19:00,22:00,
COMPUTACION,7510,TECNICAS DE DISEÑO,"PAEZ, NICOLAS MARTIN",3/6/2023,19:00,22:00,
COMPUTACION,7510,TECNICAS DE DISEÑO,"PANTALEO, GUILLERMO GUSTAVO - MONTALDO, DIEGO FERNANDO",3/6/2023,19:00,22:00,
ELECTRONICA,8650,TECNOLOGÍA DE LOS COMPONENTES,"SELLERIO, GUILLERMO CARLO",3/6/2023,19:00,22:00,
COMPUTACION,7529,TEORIA DE ALGORITMOS I,"PODBEREZSKI, VICTOR DANIEL",3/6/2023,19:00,22:00,
COMPUTACION,9506,TEORÍA DE ALGORITMOS I,"PODBEREZSKI, VICTOR DANIEL",3/6/2023,19:00,22:00,
MECANICA,8709,TERMODINÁMICA Y MECÁNICA DE FLUIDOS,"SALCEDO, DAMIAN JORGE LUIS",3/6/2023,19:00,22:30,
ESTABILIDAD,8499,TRABAJO PROFESIONAL DE INGENIERÍA CIVIL,"SOSTI, LUIS NELSON",3/6/2023,19:00,21:00,
ELECTRONICA,6669,CRIPTOGRAFIA Y SEGURIDAD INFORMATICA,"PAGOLA, HUGO ALBERTO",3/6/2023,19:30,22:30,
ELECTRONICA,8636,CRIPTOGRAFÍA Y SEGURIDAD INFORMÁTICA,"PAGOLA, HUGO ALBERTO",3/6/2023,19:30,22:30,
GESTION,9134,GESTIÓN FINANCIERA,"DIEGO, ALEJANDRO OSCAR",3/6/2023,19:30,NULL,
GESTION,7134,GESTION PRESUPUESTARIA,"DIEGO, ALEJANDRO OSCAR",3/6/2023,19:30,NULL,
NAVAL,7309,PROYECTO DE BUQUES I,,3/6/2023,17:00,19:00,
NAVAL,7310,PROYECTO DE BUQUES II,,3/6/2023,17:00,19:00,
NAVAL,7316,CONSTRUCCION NAVAL III,,3/6/2023,17:00,19:00,
COMPUTACION,7574,SISTEMAS DISTRIBUIDOS I,"ROCA, PABLO DANIEL",3/7/2023,19:00,22:00,
MATEMATICA,8101,ANÁLISIS MATEMÁTICO II,"MANCILLA AGUILAR, JOSE LUIS - GRYNBERG, SEBASTIAN PABLO",3/7/2023,9:00,12:00,Paseo Colon
MATEMATICA,6103,ANALISIS MATEMATICO II A,"GRYNBERG, SEBASTIAN PABLO - MANCILLA AGUILAR, JOSE LUIS",3/7/2023,9:00,12:00,Paseo Colon
ESTABILIDAD,8403,ESTABILIDAD II,"ALONSO, MARIO EDUARDO",3/7/2023,9:00,12:00,
ENERGIA,8522,METROLOGÍA Y TÉCNICAS DE CALIBRACIÓN ELÉCTRICA,"ALBARRACIN VALENCIA, RAFA",3/7/2023,14:00,16:00,
MECANICA,6713,CONOCIMIENTO DE MATERIALES I,"LAUFGANG, SERGIO GUSTAVO - SALAS, ENRIQUE GUSTAVO",3/7/2023,15:00,18:00,
HIDRAULICA,8913,HIDRÁULICA FLUVIAL,"PATERSON, INÉS AGNES",3/7/2023,15:00,NULL,
HIDRAULICA,8904,MODELOS HIDRÁULICOS,"PATERSON, INÉS AGNES",3/7/2023,15:00,NULL,
ELECTRONICA,8647,OPTOELECTRÓNICA,"GONZALEZ, MARTIN GERMAN",3/7/2023,15:00,18:00,
AMBIENTE,7709,SEGURIDAD AMBIENTAL Y DEL TRABAJO A,"RODRIGUEZ, CARLOS ROBERTO",3/7/2023,15:00,17:00,
AMBIENTE,7708,SEGURIDAD AMBIENTAL Y DEL TRABAJO B,"RODRIGUEZ, CARLOS ROBERTO",3/7/2023,15:00,17:00,
AMBIENTE,9702,SEGURIDAD AMBIENTAL Y DEL TRABAJO B,"RODRIGUEZ, CARLOS ROBERTO",3/7/2023,15:00,17:00,
CONSTRUCCIONES,9412,TECNOLOGÍA DEL HORMIGÓN,"FAVA, CARLOS ALBERTO PABLO - BALZAMO, HUMBERTO MARCELO",3/7/2023,15:00,18:00,
ENERGIA,7924,Tecnologia y Sociedad,VINSON,3/7/2023,15:00,,Ing Quimica
MECANICA,6731,TRANSFERENCIA DE CALOR Y MASA,"D´ADAMO, JUAN GASTON LEON",3/7/2023,15:00,18:00,
TRANSPORTE,6805,AEROPUERTOS,"ANTE, JOSE - BRESCIANI, LUCAS ANGEL - FERNANDEZ FAVARON, GUSTAVO",3/7/2023,16:00,19:00,
TRANSPORTE,8811,AEROPUERTOS A,"ANTE, JOSE - BRESCIANI, LUCAS ANGEL - FERNANDEZ FAVARON, GUSTAVO",3/7/2023,16:00,19:00,
TRANSPORTE,8805,AEROPUERTOS B,"ANTE, JOSE - BRESCIANI, LUCAS ANGEL - FERNANDEZ FAVARON, GUSTAVO",3/7/2023,16:00,19:00,
ELECTRONICA,8664,COMPATIBILIDAD ELECTROMAGNETICA,"FANO, WALTER GUSTAVO",3/7/2023,16:00,18:00,
ELECTRONICA,8617,CONTROL AUTOMÁTICO III,"ZANINI, ANIBAL JOSE ANTONIO",3/7/2023,16:00,19:00,
ESTABILIDAD,8402,ESTABILIDAD I,"TOSCANO, RITA GENOVEVA - CARNICER, ROBERTO SERGIO",3/7/2023,16:00,20:00,
ESTABILIDAD,6411,ESTABILIDAD I B,"CARNICER, ROBERTO SERGIO - TOSCANO, RITA GENOVEVA",3/7/2023,16:00,19:00,
ELECTRONICA,8620,IDENTIFICACIÓN Y CONTROL ADAPTATIVO,"ZANINI, ANIBAL JOSE ANTONIO",3/7/2023,16:00,19:00,
HIDRAULICA,8911,INGENIERÍA SANITARIA I,"BURGELL, VERONICA",3/7/2023,16:00,NULL,
HIDRAULICA,8916,INGENIERÍA SANITARIA II,"BURGELL, VERONICA",3/7/2023,16:00,NULL,
ELECTRONICA,8629,PROPAGACIÓN Y SISTEMAS IRRADIANTES,"FANO, WALTER GUSTAVO",3/7/2023,16:00,19:00,
ELECTRONICA,8632,SISTEMAS INALÁMBRICOS,"FANO, WALTER GUSTAVO",3/7/2023,16:00,19:00,
AGRIMENSURA,7008,TOPOGRAFIA I,"LUVINI, LUIS FERNANDO",3/7/2023,16:00,20:00,
AGRIMENSURA,7009,TOPOGRAFIA II,"LUVINI, LUIS FERNANDO",3/7/2023,16:00,20:00,
AGRIMENSURA,9001,TOPOGRAFÍA Y GEODESIA,"LUVINI, LUIS FERNANDO",3/7/2023,16:00,20:00,
ENERGIA,6540,USO EFICIENTE DE LA ENERGIA ELECTRICA,"TANIDES, CARLOS GUSTAVO",3/7/2023,16:00,20:00,
ENERGIA,8521,USO EFICIENTE DE LA ENERGÍA ELÉCTRICA,"TANIDES, CARLOS GUSTAVO",3/7/2023,16:00,20:00,
AGRIMENSURA,7015,CARTOGRAFIA,"MONTES, ALEJANDRO GABRIEL",3/7/2023,17:00,21:00,
ESTABILIDAD,8407,MECÁNICA DE SUELOS Y GEOLOGÍA,"STRINA, ERNESTO DIEGO - CODEVILLA, MAURO",3/7/2023,17:00,20:00,
ESTABILIDAD,6414,METODO DE LOS ELEMENTOS FINITOS,"SCHWARZ, RODOLFO ALEJANDRO - CARNICER, ROBERTO SERGIO",3/7/2023,17:00,20:00,
ESTABILIDAD,8409,MÉTODO DE LOS ELEMENTOS FINITOS,"CARNICER, ROBERTO SERGIO - SCHWARZ, RODOLFO ALEJANDRO",3/7/2023,17:00,20:00,
ENERGIA,8516,ELECTRÓNICA DE POTENCIA,NULL,3/7/2023,18:00,20:00,
ESTABILIDAD,8405,ESTÁTICA Y RESISTENCIA DE MATERIALES,"GIACOIA, CARLOS ALBERTO - CORRAL, ALFREDO ALBERTO - LOPEZ RIVAROLA, FELIPE",3/7/2023,18:00,21:00,
ESTABILIDAD,6404,ESTATICA Y RESISTENCIA DE MATERIALES A,"GIACOIA, CARLOS ALBERTO - CORRAL, ALFREDO ALBERTO - LOPEZ RIVAROLA, FELIPE",3/7/2023,18:00,21:00,
ESTABILIDAD,6405,ESTATICA Y RESISTENCIA DE MATERIALES B,"GIACOIA, CARLOS ALBERTO - CORRAL, ALFREDO ALBERTO - LOPEZ RIVAROLA, FELIPE",3/7/2023,18:00,21:00,
NAVAL,7304,ESTRUCTURA DE BUQUES I,"SCHIFMAN, MARCOS",3/7/2023,18:00,21:00,
HIDRAULICA,8908,GESTIÓN AMBIENTAL DE LOS RECURSOS HÍDRICOS,"BERECIARTUA, PABLO JOSE",3/7/2023,18:00,NULL,
HIDRAULICA,8912,GESTIÓN AMBIENTAL EN INGENIERÍA CIVIL,"BERECIARTUA, PABLO JOSE",3/7/2023,18:00,NULL,
ENERGIA,7923,INDUSTRIALIZACIÓN DEL PETRÓLEO Y DEL GAS,"CARRONE, EDUARDO JORGE",3/7/2023,18:00,20:00,Ing Quimica
ELECTRONICA,8645,INDUSTRIAS Y PRODUCTOS DE ELECTRÓNICA,"ZANABRIA, JORGE NESTOR",3/7/2023,18:00,21:00,
AGRIMENSURA,7031,INFORMACION RURAL,"OTTONE, WALTER ADRIAN",3/7/2023,18:00,22:00,
ING QUIMICA,7651,INTROD. A LA PLANIFICACIÓN INTERACTIVA,"PONIEMAN, GUILLERMO OSCAR",3/7/2023,18:00,21:00,Ing Quimica
ENERGIA,7901,INTRODUCCIÓN A LA INGENIERÍA EN PETRÓLEO,"MACIAS, LUCAS ADRIAN",3/7/2023,18:00,20:00,Ing Quimica
ENERGIA,7902,PERFORACIÓN DE POZOS I,"MELI, RICARDO ARIEL",3/7/2023,18:00,20:00,Ing Quimica
AGRIMENSURA,7036,SISTEMAS CARTOGRÁFICOS Y TELEDETECCIÓN,"PIÑERO, CARLOS ALBERTO",3/7/2023,18:00,22:00,
COMPUTACION,7559,TECNICAS DE PROGRAMACION CONCURRENTE I,"DEYMONNAZ, PABLO ANDRES",3/7/2023,18:00,22:00,
COMPUTACION,9509,TÉCNICAS DE PROGRAMACIÓN CONCURRENTE I,"DEYMONNAZ, PABLO ANDRES",3/7/2023,18:00,22:00,
COMPUTACION,7509,ANALISIS DE LA INFORMACION,"VILLAGRA, SERGIO GUSTAVO",3/7/2023,18:30,21:30,
COMPUTACION,7558,EVALUACION DE PROY. Y MANEJO DE RIESGOS,"VILLAGRA, SERGIO GUSTAVO",3/7/2023,18:30,21:30,
COMPUTACION,9537,EVALUACIÓN DE PROYECTOS Y MANEJO DE RIESGOS,"VILLAGRA, SERGIO GUSTAVO",3/7/2023,18:30,21:30,
COMPUTACION,9520,MÉTODOS Y MODELOS EN LA INGENIERÍA DE SOFTWARE I,"VILLAGRA, SERGIO GUSTAVO",3/7/2023,18:30,21:30,
GESTION,9142,ADMINISTRACIÓN DE LAS ORGANIZACIONES,"BILELLO, MIGUEL ANGEL",3/7/2023,19:00,NULL,
GESTION,7116,ADMINISTRACION DE PROYECTOS,"BILELLO, MIGUEL ANGEL",3/7/2023,19:00,NULL,
COMPUTACION,9502,ALGORITMOS Y PROGRAMACIÓN III,"LEVERONI, LUCIANO",3/7/2023,19:00,22:00,
COMPUTACION,7512,ANALISIS NUMERICO I,"CAVALIERE, MIGUEL ANGEL",3/7/2023,19:00,22:00,
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,"CAVALIERE, MIGUEL ANGEL",3/7/2023,19:00,22:00,
ELECTRONICA,8608,CONTROL AUTOMÁTICO I,"SELLERIO, GUILLERMO CARLO",3/7/2023,19:00,22:00,
MECANICA,6746,DISEÑO DE INSTALACIONES TERMICAS,"JUSKOFF, SERGIO ALEJANDRO",3/7/2023,19:00,22:00,
TEC INDUSTRIAL,7214,DISEÑO DE PRODUCTOS,"ARCAGNI, ADOLFO ALBERTO",3/7/2023,19:00,21:00,
TEC INDUSTRIAL,9208,DISEÑO DE PRODUCTOS,"ARCAGNI, ADOLFO ALBERTO",3/7/2023,19:00,21:00,
GESTION,7123,ECONOMIA,"JAHN, LUIS GERMAN",3/7/2023,19:00,NULL,
GESTION,9109,ECONOMÍA,"JAHN, LUIS GERMAN",3/7/2023,19:00,NULL,
CONSTRUCCIONES,9414,ESTRUCTURAS DE MADERA,"PACINI, JULIO CESAR - IRISO, AGUSTÍN",3/7/2023,19:00,22:00,
ING QUIMICA,7628,GEST DE RECURSOS EN LA IND. DE PROCESOS,"AMALRIC, JORGE HECTOR",3/7/2023,19:00,22:00,Ing Quimica
CONSTRUCCIONES,9418,INSPECCIÓN Y EJECUCIÓN DE ESTRUCTURAS DE HORMIGÓN,"LUZARDI, JORGE ALBERTO",3/7/2023,19:00,22:00,
ENERGIA,7904,INTERPRETACIÓN DE REGISTROS DE POZOS,"NAIDES, CLAUDIO",3/7/2023,19:00,21:00,Ing Quimica
GESTION,9119,INTRODUCCIÓN A LA ECONOMÍA Y LA ORGANIZACIÓN DE LA EMPRESA,"BOTTA, JORGE BENJAMIN",3/7/2023,19:00,NULL,
GESTION,7101,INTRODUCCIÓN A LA ECONOMÍA Y ORGANIZACIÓN DE LA EMPRESA,"BOTTA, JORGE BENJAMIN",3/7/2023,19:00,NULL,
NAVAL,7305,INTRODUCCION A LAS MAQUINAS MARINAS,"DI BENEDETTO, TOMÁS AUGUSTO",3/7/2023,19:00,22:00,
ELECTRONICA,8628,LABORATORIO DE COMUNICACIONES,"MARTINEZ, ALEJANDRO MANUEL",3/7/2023,19:00,22:00,
MECANICA,6750,MATERIALES FERROSOS Y SUS APLICACIONES,"NIECO, HORACIO LUIS",3/7/2023,19:00,22:00,
HIDRAULICA,8917,MECÁNICA DE LOS FLUIDOS,"CALZARETTO, RICARDO ALBERTO",3/7/2023,19:00,NULL,
HIDRAULICA,6903,MECANICA DE LOS FLUIDOS A,"CALZARETTO, RICARDO ALBERTO",3/7/2023,19:00,NULL,
COMPUTACION,9513,MÉTODOS MATEMÁTICOS Y NUMÉRICOS,"CAVALIERE, MIGUEL ANGEL",3/7/2023,19:00,22:00,
COMPUTACION,7503,ORGANIZACION DEL COMPUTADOR,"BENITEZ, CARLOS EDUARDO",3/7/2023,19:00,21:30,
COMPUTACION,9557,ORGANIZACIÓN DEL COMPUTADOR,"BENITEZ, CARLOS EDUARDO",3/7/2023,19:00,21:30,
GESTION,7104,ORGANIZACION INDUSTRIAL I,"DIEHL, GERARDO ADRIAN",3/7/2023,19:00,NULL,
GESTION,9110,ORGANIZACIÓN INDUSTRIAL I,"DIEHL, GERARDO ADRIAN",3/7/2023,19:00,NULL,
GESTION,7108,ORGANIZACION INDUSTRIAL III,"CONDE, MARIA EUGENIA",3/7/2023,19:00,NULL,
GESTION,9108,ORGANIZACIÓN INDUSTRIAL III,"CONDE, MARIA EUGENIA",3/7/2023,19:00,NULL,
COMPUTACION,7551,TECNICAS DE PRODUCCION DE SOFTWARE I,"TURRI, ALEJANDRO",3/7/2023,19:00,22:00,
MECANICA,6732,TECNOLOGIA DEL FRIO,"JUSKOFF, SERGIO ALEJANDRO",3/7/2023,19:00,22:00,
MECANICA,6738,TECNOLOGIA MECANICA B,"LAGUZZI, SERGIO DANIEL",3/7/2023,19:00,22:00,
MECANICA,6727,TECNOLOGIA MECANICA II,"LAGUZZI, SERGIO DANIEL",3/7/2023,19:00,22:00,
ELECTRONICA,8634,TRANSMISORES Y RECEPTORES DE COMUNICACIONES,"ZOTHNER, ENRIQUE FELIX EDU",3/7/2023,19:00,22:00,
ENERGIA,8517,ECONOMÍA DE LA ENERGÍA ELÉCTRICA,"NICCHI, FERNANDO GABRIEL",3/7/2023,19:30,21:30,
ENERGIA,8534,REGULACIÓN DE SERVICIOS PÚBLICOS,"NICCHI, FERNANDO GABRIEL",3/7/2023,19:30,21:30,
COMPUTACION,7540,ALGORITMOS Y PROGRAMACION I,"COSTA, GUIDO",3/8/2023,8:00,11:00,
COMPUTACION,9514,ALGORITMOS Y PROGRAMACIÓN I,"COSTA, GUIDO",3/8/2023,8:00,11:00,
COMPUTACION,7501,COMPUTACIÓN,"COSTA, GUIDO",3/8/2023,8:00,11:00,
COMPUTACION,9501,COMPUTACIÓN,"COSTA, GUIDO",3/8/2023,8:00,11:00,
MATEMATICA,8102,ÁLGEBRA II,"GRYNBERG, SEBASTIAN PABLO - ORECCHIA, MONICA INES",3/8/2023,9:00,12:00,Paseo Colon
MATEMATICA,6108,ALGEBRA II A,"GRYNBERG, SEBASTIAN PABLO - ORECCHIA, MONICA INES",3/8/2023,9:00,12:00,Paseo Colon
ING QUIMICA,7640,INTRODUCCION A LA BIOQUIMICA,"AGÜERO, MARIA VICTORIA",3/8/2023,10:00,13:00,Ing Quimica
ENERGIA,8538,ELECTROTECNIA GENERAL,"FERREIRA AICARDI, LYDIA FABIANA",3/8/2023,13:00,16:00,
ENERGIA,6505,ELECTROTECNIA GENERAL C,"FERREIRA AICARDI, LYDIA FABIANA",3/8/2023,13:00,16:00,
ENERGIA,8535,ELECTROTÉCNIA GENERAL C,"FERREIRA AICARDI, LYDIA FABIANA",3/8/2023,13:00,16:00,
ENERGIA,6530,ELECTROTECNIA GENERAL D,"FERREIRA AICARDI, LYDIA FABIANA",3/8/2023,13:00,16:00,
ENERGIA,8539,ELECTROTECNIA P,"FERREIRA AICARDI, LYDIA FABIANA",3/8/2023,13:00,16:00,
ENERGIA,6543,INGENIERIA DE LAS INSTALACIONES I,NULL,3/8/2023,13:00,16:00,
ENERGIA,6548,LABORATORIO DE INSTALACIONES ELÉCTRICAS,"FERREIRA AICARDI, LYDIA FABIANA",3/8/2023,13:00,16:00,
ENERGIA,6504,ELECTROTECNIA GENERAL B,"INFANTE, EDUARDO AGUSTIN",3/8/2023,14:00,16:00,
GESTION,9154,CIENCIA DE DATOS PARA LA TOMA DE DECISIONES,"MONTEMURRI, DAVID - BONOLI ESCOBAR, MARIANO FELIPE - PICASSO, EMILIO OSVALDO",3/8/2023,15:00,NULL,
MECANICA,6714,CONOCIMIENTO DE MATERIALES II,"BERNAL, CELINA RAQUEL",3/8/2023,15:00,19:00,
GESTION,9125,ESTADÍSTICA APLICADA III,"BONOLI ESCOBAR, MARIANO FELIPE - PICASSO, EMILIO OSVALDO - MONTEMURRI, DAVID",3/8/2023,15:00,NULL,
GESTION,7135,ESTADISTICA TECNICA SUPERIOR,"PICASSO, EMILIO OSVALDO - BONOLI ESCOBAR, MARIANO FELIPE - MONTEMURRI, DAVID",3/8/2023,15:00,NULL,
NAVAL,7312,MAQUINAS MARINAS II,"QUIROGA, RICARDO MARTIN",3/8/2023,15:00,19:00,
AGRIMENSURA,7043,TOPOGRAFÍA DE OBRA,"MONTES, ALEJANDRO GABRIEL",3/8/2023,15:00,19:00,
GESTION,9135,ANÁLISIS DE CASOS,"RAMOS, SILVIA ADRIANA",3/8/2023,16:00,NULL,
COMPUTACION,7512,ANALISIS NUMERICO I,"SASSANO, MIRYAM PATRICIA",3/8/2023,16:00,19:00,
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,"SASSANO, MIRYAM PATRICIA",3/8/2023,16:00,19:00,
GESTION,7158,ANÁLISIS Y RESOL. DE PROBL. DE SISTEMAS,"RAMOS, SILVIA ADRIANA",3/8/2023,16:00,NULL,
GESTION,7141,ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS,"RAMOS, SILVIA ADRIANA",3/8/2023,16:00,NULL,
MECANICA,6749,METALURGIA FISICA,"SAPORITI, MARIA FABIANA",3/8/2023,16:00,20:00,
COMPUTACION,9513,MÉTODOS MATEMÁTICOS Y NUMÉRICOS,"SASSANO, MIRYAM PATRICIA",3/8/2023,16:00,19:00,
GESTION,7114,MODELOS Y OPTIMIZACION I,"RAMOS, SILVIA ADRIANA",3/8/2023,16:00,NULL,
GESTION,9104,MODELOS Y OPTIMIZACIÓN I,"RAMOS, SILVIA ADRIANA",3/8/2023,16:00,NULL,
GESTION,7120,MODELOS Y OPTIMIZACION III,"RAMOS, SILVIA ADRIANA",3/8/2023,16:00,NULL,
GESTION,9106,MODELOS Y OPTIMIZACIÓN III,"RAMOS, SILVIA ADRIANA",3/8/2023,16:00,NULL,
ING QUIMICA,7652,OPER. UNIT. DE TRANSF. DE MATERIA,"GONZALEZ, CONRADO",3/8/2023,16:00,22:00,Ing Quimica
ING QUIMICA,7605,OPERACIONES UNITARIAS III,"GONZALEZ, CONRADO",3/8/2023,16:00,22:00,Ing Quimica
MECANICA,xx.xx,PROCESAMIENTO DE MATERIALES,"SAPORITI, MARIA FABIANA",3/8/2023,16:00,20:00,
ELECTRONICA,6663,REDES NEURONALES,"LEW, SERGIO EDUARDO",3/8/2023,16:00,19:00,
ELECTRONICA,8654,REDES NEURONALES,"LEW, SERGIO EDUARDO",3/8/2023,16:00,19:00,
HIDRAULICA,8910,APROVECHAMIENTOS HIDRÁULICOS,"AROSTEGUI, MARCELO PABLO",3/8/2023,17:00,NULL,
HIDRAULICA,8909,HIDRÁULICA APLICADA,"ZANALDA, CARLOS EDUARDO E - DALMATI, RODOLFO ENRIQUE",3/8/2023,17:00,NULL,
COMPUTACION,7514,LENGUAJES FORMALES,"CORSI, DIEGO PABLO",3/8/2023,17:00,20:00,
COMPUTACION,9548,LENGUAJES FORMALES,"CORSI, DIEGO PABLO",3/8/2023,17:00,20:00,
CONSTRUCCIONES,9419,MATERIALES NO TRADICIONALES EN LA CONSTRUCCIÓN,"PIQUE, TERESA MARIA",3/8/2023,17:00,20:00,
MECANICA,6718,MECANICA DE LOS FLUIDOS B,"ARTANA, GUILLERMO OSVALDO",3/8/2023,17:00,22:00,
ELECTRONICA,8644,TÉCNICA DIGITAL AVANZADA,"MARTINEZ, MIGUEL ANTONIO",3/8/2023,17:00,20:00,
MECANICA,6700,TESIS DE INGENIERIA MECANICA,"ARTANA, GUILLERMO OSVALDO",3/8/2023,17:00,22:00,
ING QUIMICA,7661,BIOINGENIERÍA,"MARIÑO, FERNANDO JAVIER",3/8/2023,18:00,22:00,Ing Quimica
ING QUIMICA,7613,BIOINGENIERIA INDUSTRIAL,"MARIÑO, FERNANDO JAVIER",3/8/2023,18:00,22:00,Ing Quimica
ING QUIMICA,7641,BIOTECNOLOGÍA,"MARIÑO, FERNANDO JAVIER",3/8/2023,18:00,22:00,Ing Quimica
ELECTRONICA,8610,DISEÑO DE CIRCUITOS ELECTRÓNICOS,"MARCHI, EDGARDO JOSE",3/8/2023,18:00,21:00,
GESTION,9109,ECONOMÍA,"CONDE, MARIA EUGENIA",3/8/2023,18:00,NULL,
ESTABILIDAD,6412,ESTABILIDAD II B,"GIACOIA, CARLOS ALBERTO",3/8/2023,18:00,21:00,
TEC INDUSTRIAL,7209,INDUSTRIAS PLASTICAS,"SABELLI, ALFREDO JORGE - PITA, MARIA MACARENA",3/8/2023,18:00,21:00,
TEC INDUSTRIAL,9209,INDUSTRIAS PLÁSTICAS,"PITA, MARIA MACARENA - SABELLI, ALFREDO JORGE",3/8/2023,18:00,21:00,
TRANSPORTE,8808,INGENIERÍA TERRITORIAL,"MOLERES, CRISTIAN JOAQUIN - GARCÍA AGUIRREZABALA, JULIÁN FRANCISCO - PARODI, EDUARDO LORENZO",3/8/2023,18:00,21:00,
TEC INDUSTRIAL,7201,MATERIALES INDUSTRIALES I,"PINCHETE, LUIS ALBERTO",3/8/2023,18:00,22:00,
TEC INDUSTRIAL,9201,MATERIALES INDUSTRIALES I,"PINCHETE, LUIS ALBERTO",3/8/2023,18:00,22:00,
TRANSPORTE,6811,ORDENAMIENTO RURAL Y URBANO,"MOLERES, CRISTIAN JOAQUIN - GARCÍA AGUIRREZABALA, JULIÁN FRANCISCO - PARODI, EDUARDO LORENZO",3/8/2023,18:00,21:00,
ENERGIA,7907,PERFORACIÓN DE POZOS II,"LOGIODICE, JESUS",3/8/2023,18:00,20:00,Ing Quimica
COMPUTACION,7508,SISTEMAS OPERATIVOS,"MENDEZ, MARIANO",3/8/2023,18:00,22:00,
COMPUTACION,9503,SISTEMAS OPERATIVOS,"MENDEZ, MARIANO",3/8/2023,18:00,22:00,
ELECTRONICA,8635,VIDEO DIGITAL,"VENTURINO, GABRIEL FRANCISCO",3/8/2023,18:00,21:00,
ING QUIMICA,7627,CONTROL ESTADISTICO DE PROCESOS,"BENYACAR, ROBERTO ISAAC",3/8/2023,18:15,21:00,Ing Quimica
COMPUTACION,7540,ALGORITMOS Y PROGRAMACION I,"AZCURRA, DIEGO ANDRES",3/8/2023,19:00,22:00,
COMPUTACION,9511,ALGORITMOS Y PROGRAMACIÓN I,"AZCURRA, DIEGO ANDRES",3/8/2023,19:00,22:00,
COMPUTACION,9514,ALGORITMOS Y PROGRAMACIÓN I,"AZCURRA, DIEGO ANDRES",3/8/2023,19:00,22:00,
COMPUTACION,7509,ANALISIS DE LA INFORMACION,"GONZALEZ, NORBERTO DANIEL",3/8/2023,19:00,22:00,
COMPUTACION,7512,ANALISIS NUMERICO I,"TARELA, PABLO ADRIAN",3/8/2023,19:00,22:00,
COMPUTACION,7512,ANALISIS NUMERICO I,NULL,3/8/2023,19:00,22:00,
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,"TARELA, PABLO ADRIAN",3/8/2023,19:00,22:00,
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,NULL,3/8/2023,19:00,22:00,
ENERGIA,8504,CAMPOS ELECTROMAGNÉTICOS,"SALVO, GERMAN",3/8/2023,19:00,21:00,
CONSTRUCCIONES,9417,DISEÑO ESTRUCTURAL,"EBERLE, JUAN ANGEL - VAZQUEZ, MARIO LUIS JUSTO",3/8/2023,19:00,22:00,
GESTION,7112,ESTRUCTURA DE LAS ORGANIZACIONES,"ZAMMARANO, JOSE SALVADOR",3/8/2023,19:00,NULL,
ING QUIMICA,7630,INDUSTRIAS ALIMENTICIAS,"IPPOLITO, PABLO FEDERICO",3/8/2023,19:00,22:00,Ing Quimica
GESTION,7145,INFORMATICA PARA LA GESTION DE EMPRESAS,"REY, PATRICIO ENRIQUE",3/8/2023,19:00,NULL,
GESTION,9114,INFORMÁTICA PARA LA GESTIÓN DE EMPRESAS,"REY, PATRICIO ENRIQUE",3/8/2023,19:00,NULL,
GESTION,7107,INVESTIGACION OPERATIVA,"RIGOU, DANIEL FRANCISCO",3/8/2023,19:00,NULL,
GESTION,9107,INVESTIGACIÓN OPERATIVA I,"RIGOU, DANIEL FRANCISCO",3/8/2023,19:00,NULL,
GESTION,9131,INVESTIGACIÓN OPERATIVA II,"RIGOU, DANIEL FRANCISCO",3/8/2023,19:00,NULL,
GESTION,7121,LEGISLACIÓN Y EJERCICIO PROFESIONAL DE LA ING. CIVIL,"CASSIN, ALEJANDRA LUZ",3/8/2023,19:00,NULL,
